fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-3,feature importance T-2,feature importance T-1
0,0.6595065008554126,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.014261745783655189,0.01119106922314197,0.021724460350053466
0,0.6643855256672128,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.018855571733969335,0.02376875113300365,0.025556029879768804
0,0.5079058201935109,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.004980545926055102,-0.00582471035995209,-0.0017933294452650017
0,0.5426557694149226,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.023836658552816713,0.01257658228773223,0.015285438427080333
0,0.6416622522218549,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.023686684230581134,0.012050877027783447,0.012522695845835662
0,0.5143486967392052,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.0239524712651187,0.021038642605823277,0.004220061742267261
0,0.5536249426286045,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.018765252118030873,0.013178125172875444,0.01328122501051957
0,0.5297249439486647,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.007219049175010805,0.012515929231104828,0.017913510154254842
0,0.5238776559802152,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.01187495457204898,0.011335401463135285,0.008562637021074482
0,0.5133515506901045,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0030570031352419647,0.006752005243832926,0.008354551121144926
0,0.53258915897444,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.013340069289831646,0.004502585980292162,0.019490246742580108
0,0.5374587623738959,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.00394656442007243,0.003001315586602371,0.022711151510154882
0,0.5418636433014642,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.02664316498042426,-0.006055443636597291,0.02056999309327433
0,0.5502519628088943,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.01089870590763541,0.013085968767070456,0.03469814035150896
0,0.5473244133574143,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.024608327122721752,0.023755093817230934,0.018881047374042316
0,0.5375968391655404,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.014990527862634917,0.009850923787848931,0.020509700038706936
0,0.5674023675825355,824,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.014586747874444538,0.0021198937908568525,0.027840245240534012
0,0.5369325682107698,1960,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.001587173110403739,0.017426043937490476,0.03130801820187719
0,0.5745773730308275,1574,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.021909004383168916,0.02409396530716341,0.011126680378700526
0,0.5474974283204845,2739,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.006274587605097715,0.016552563754506144,0.04396438964279346
0,0.5729968715091811,1363,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.014492286140107702,0.017742041009454555,0.04948642517965719
0,0.5653080009839009,2950,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.012586546098168384,0.024651055108659836,0.04344931632517367
0,0.6088817005421474,474,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.02968445887067559,0.009081917255340233,0.036858549440410504
0,0.558347867434559,1055,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.01640250544741127,0.002433974602383526,0.022407427244186495
0,0.5290312687793817,887,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,-0.031739579124309004,0.02963271522942701,0.0007822214318851884
0,0.5005821304745579,2346,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,-0.0022352823993816275,-0.005577503771404929,-0.0019182912490111836
0,0.5905281147016737,1270,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.028039676023176863,0.025400177898189758,0.0506723022812417
0,0.5801543415986797,1963,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.02799546869613615,0.016969472186456724,0.04162237705335249
0,0.6145005217727196,945,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,-0.0068505783012924645,0.039303091582991403,0.06744341810582885
0,0.5525237438894044,2288,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.00755438068851938,0.012788561623481187,0.02984975360481399
0,0.6277414263435938,1241,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.03448516821821844,0.011415284854066432,0.06551813287882764
0,0.6532771792612019,1992,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.047552204685307256,0.018921573984661932,0.10563034177279962
0,0.5645793920293516,1129,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,-0.06730475614419094,-0.011600826888410454,-0.006789987539848097
0,0.6383530046319508,2104,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.022534317831878647,0.009229537017682166,0.024169072717888707
0,0.5398952468974205,1205,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.010608951959676228,0.02036852898753406,0.007378768300673777
0,0.5218408571107611,2028,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.0021230154973680302,0.0027824129517663,0.019756834145925873
0,0.5222197886642327,999,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.01029335520817502,0.014536912977745986,-0.0012990075064648887
0,0.5065289988834636,2234,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.006152058688904355,-0.0036147517570526144,0.0009678185915407867
0,0.5440988167258098,911,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.019521553523758773,0.030515186900870385,0.03298499256457454
0,0.5227617465023833,1674,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.003097819089145526,-0.000743554058128737,0.012022718427358664
0,0.49594152980533013,1192,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,-0.011280327700709507,-0.00019695691876559507,-0.008921555339437915
0,0.5196001874787585,2041,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.007308728716942892,0.007567697197076517,0.009465654266462975
0,0.597881249302178,1361,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,-0.01992759706113346,0.022241059355270154,0.0168731368084591
0,0.5502246612268498,1872,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.0031497523967046193,0.022169024638898905,0.009137664875707585
0,0.5503148882798232,1107,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.011419933978377993,0.01558739974237997,0.036778055698536115
