fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,hidden states T-3,hidden states T-2,hidden states T-1
0,0.6639236939979573,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.3066895306110382,0.432910293340683,0.4792715907096863
0,0.6365179758253594,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.3067778944969177,0.4357525706291199,0.4793807566165924
0,0.5143947340711627,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.31999310851097107,0.47763684391975403,0.5378580689430237
0,0.5520839276032449,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.31993231177330017,0.47602206468582153,0.5361914038658142
0,0.621648639534415,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.3252323865890503,0.47742989659309387,0.5358834862709045
0,0.4979140206179187,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.32639646530151367,0.4820747673511505,0.5378443002700806
0,0.492023603329809,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.29696664214134216,0.43307429552078247,0.4822063148021698
0,0.4975306982425334,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.29644662141799927,0.4312092363834381,0.4823841452598572
0,0.4973683273182943,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.29808828234672546,0.4503878951072693,0.5133017301559448
0,0.5101899705579348,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.29458147287368774,0.4486464560031891,0.5124057531356812
0,0.5191238597662379,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.3062877953052521,0.47961053252220154,0.5561291575431824
0,0.532829367151507,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.3059459328651428,0.47948190569877625,0.5579602122306824
0,0.5740129189149086,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.32874664664268494,0.4878050684928894,0.5469198226928711
0,0.5493950491206501,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.3283577561378479,0.48630020022392273,0.5447969436645508
0,0.5507411732111489,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.2960900664329529,0.44837579131126404,0.5082740187644958
0,0.5205048664821552,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.29582491517066956,0.44833093881607056,0.5111370086669922
0,0.5225078541936472,1574,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.31092771887779236,0.4535940885543823,0.5075001120567322
0,0.5213835434724837,2739,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.31039050221443176,0.45122578740119934,0.5026562809944153
0,0.5420989830220573,1363,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.27809813618659973,0.4332803785800934,0.501801073551178
0,0.5379000278820028,2950,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.2779616415500641,0.43209144473075867,0.4992586672306061
0,0.5302713158102328,1298,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.32195737957954407,0.47634953260421753,0.5356507897377014
0,0.51254398170578,3015,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.3223699927330017,0.47712692618370056,0.5349464416503906
0,0.5127359646297057,887,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.30766570568084717,0.4522707164287567,0.5096884965896606
0,0.5083658469326603,2346,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.30830055475234985,0.4545723497867584,0.508324921131134
0,0.5400381178386148,1270,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.3090831935405731,0.47486355900764465,0.5457863211631775
0,0.5451532273549895,1963,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.30979251861572266,0.47542789578437805,0.5458875298500061
0,0.6237389128145592,945,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.33153411746025085,0.4979436993598938,0.5604219436645508
0,0.5246220850901361,2288,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.33415737748146057,0.49796536564826965,0.5586276054382324
0,0.609481930529302,1241,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.32891470193862915,0.49377191066741943,0.5576953291893005
0,0.6498281896404741,1992,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.32935789227485657,0.49507343769073486,0.5598442554473877
0,0.5662028623931303,1129,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.3114898204803467,0.44632217288017273,0.4956307113170624
0,0.6381590977629044,2104,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.31063738465309143,0.44511207938194275,0.49199292063713074
0,0.5142002421240248,1205,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.3117744028568268,0.46782976388931274,0.5313223600387573
0,0.5044789989414399,2028,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.31375041604042053,0.47068214416503906,0.5323082208633423
0,0.5211495180290683,999,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.2855013906955719,0.4338107407093048,0.4976501166820526
0,0.4934846497929713,2234,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.28071996569633484,0.4326220750808716,0.4947471022605896
0,0.5183724482284692,911,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.2915593087673187,0.4515080451965332,0.5189180970191956
0,0.5192292323801645,1674,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.29399001598358154,0.45203518867492676,0.519615113735199
0,0.5279900833023449,1192,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.3060572147369385,0.45028457045555115,0.5033716559410095
0,0.5079002825638961,2041,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3072945177555084,0.4510616958141327,0.5047854781150818
0,0.5398850065422929,1361,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.3059021830558777,0.43581295013427734,0.4822830259799957
0,0.5113472388623629,1872,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.30413201451301575,0.4338768720626831,0.4798646867275238
0,0.5019171251468443,1107,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.2552167773246765,0.41079166531562805,0.48446378111839294
0,0.47950933823400077,2126,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.25500333309173584,0.4117107093334198,0.48288220167160034
0,0.5347247019175193,1259,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.30595722794532776,0.4509810507297516,0.5076231956481934
0,0.535679163676064,1974,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.30664169788360596,0.4529096782207489,0.5077529549598694
0,0.5786950751726788,1033,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.3226235806941986,0.49146413803100586,0.558312714099884
0,0.5350026962578224,2200,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3227662742137909,0.4899764657020569,0.5587130784988403
0,0.7379728998900836,1207,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.2976284325122833,0.4187728762626648,0.45827141404151917
0,0.4645478035246271,2026,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.2991591989994049,0.4174182116985321,0.46056222915649414
0,0.49869834012649694,994,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.30009767413139343,0.4575549066066742,0.5173834562301636
0,0.4922496826046159,2239,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3021472990512848,0.45607924461364746,0.5195062756538391
0,0.530192638410664,1209,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.3072802424430847,0.4501887857913971,0.5014277100563049
0,0.5167518561989668,2024,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3054845929145813,0.45063507556915283,0.507128894329071
0,0.7484992141459691,1338,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.3321254849433899,0.48359882831573486,0.5417719483375549
0,0.6514028941140226,1895,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3318149149417877,0.48687389492988586,0.537558913230896
0,0.5088260289632799,1268,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.31116676330566406,0.46737200021743774,0.5269532799720764
0,0.5076734277654277,1965,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3106077313423157,0.46372681856155396,0.5239226818084717
0,0.6342782965706388,1108,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.32510313391685486,0.4785937964916229,0.5390302538871765
0,0.5393322895532581,2125,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3278789222240448,0.4828638434410095,0.5368108153343201
0,0.5320773437492575,950,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.2692152261734009,0.4336542785167694,0.5125974416732788
0,0.5361884979138118,2283,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.26676806807518005,0.43298402428627014,0.5138221979141235
0,0.49903459417357865,998,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.3070371150970459,0.4637284278869629,0.524259090423584
0,0.5089119116001068,2235,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3069060444831848,0.4622099697589874,0.5251309871673584
0,0.5343098533163085,1436,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.26374879479408264,0.4223489463329315,0.4942099153995514
0,0.5154387441235182,1797,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.2648230791091919,0.42298269271850586,0.4944719970226288
0,0.7252293689979946,1252,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.29357555508613586,0.40703654289245605,0.4456024765968323
0,0.7403134420042412,1981,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.29383882880210876,0.4068337380886078,0.4464276432991028
0,0.3520833333333333,22,cognitive,1,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.33226343989372253,0.5038020610809326,0.5663483738899231
0,0.48072907682134436,31,cognitive,1,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,0.31178537011146545,0.4802270531654358,0.5582630038261414
0,0.5964304792429793,13,cognitive,2,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.3286243677139282,0.4857042729854584,0.5474289059638977
0,0.4398142329831134,40,cognitive,2,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,0.308411180973053,0.47690826654434204,0.5479708909988403
0,0.5465550595238096,29,cognitive,3,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.3294912576675415,0.48442623019218445,0.5518403649330139
0,0.5780195596531914,24,cognitive,3,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,0.32792142033576965,0.4994080364704132,0.5556004643440247
0,0.48413713148767495,28,cognitive,4,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.2953642010688782,0.4551157057285309,0.5297906398773193
0,0.48785584886128364,25,cognitive,4,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,0.3006373941898346,0.4714924693107605,0.531903088092804
0,0.7722588024897807,21,cognitive,5,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.32622942328453064,0.47913220524787903,0.536854088306427
0,0.590099823846547,32,cognitive,5,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,0.332975298166275,0.4983079433441162,0.5570610761642456
0,0.5520311489980607,14,cognitive,6,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.2962159812450409,0.4676426351070404,0.5488104820251465
0,0.5359319040844777,39,cognitive,6,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,0.30687811970710754,0.4713829755783081,0.5368491411209106
0,0.4536597459874786,30,cognitive,7,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.29414087533950806,0.4678455889225006,0.5461412072181702
