fold,score,n_sample,source,sub_name,filename,feature importance T-3,feature importance T-2,feature importance T-1
0,0.5405082561142653,4313,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.013377166988432521,0.011552469302296541,0.008642192440567553
0,0.5205940584814277,4313,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.004277730321911389,0.007558924458557303,0.011531190124415863
0,0.5222679847680629,4313,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.005601023533907767,0.0036914909940872543,0.012214760624315191
0,0.5205361488036384,4313,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.004438304340731347,0.004729917705889897,0.007863039318031251
0,0.5067152444937535,4313,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.0014269497905912364,0.0004690213620153205,0.008753993499424101
0,0.5379182342339456,4313,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.004358857794821869,0.005828245153421496,0.019412028502802447
0,0.5254114933323312,4313,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.003829415944112713,0.002387813595852828,0.01397225350751875
0,0.5259862425131825,4313,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.005942647816625624,0.0029326678116532666,0.013931222692049628
0,0.5231045428454514,4313,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.008406406311721338,0.005366348763038664,0.014304769691613695
0,0.5428914692010192,4313,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.007769925521978016,0.007505228969032551,0.019544005911135875
0,0.5522549472026468,4313,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.010331109509539426,0.010777288155757703,0.025790205868187387
0,0.5105610681445636,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.003697911562950085,-0.0002222412644736882,-0.0005436578772128331
0,0.5577612442672584,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.016064326364617843,0.015740575475433883,0.025355554222433595
0,0.5576841846177398,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.01388635901379145,0.009866155230123842,0.01633073425462265
0,0.5855688101331644,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.01451978688097213,0.012960174907479305,0.03668665930963727
0,0.5322388342246185,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.010461606825634595,0.006647037937044409,0.007855356823919347
0,0.5251272869910467,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.009152240376319055,0.007376619989493294,0.01387691374628347
0,0.5065495610665074,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.0020407112755614133,0.001068594464279582,0.0025685105048099733
0,0.5137481815837011,2585,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.004106664646197483,0.005408155614799326,0.004233241204800675
0,0.5099042716451253,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.00559803195811695,0.00646867516378809,-0.002547036370735123
0,0.5282585442322335,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.006387019396714366,0.007423222256287621,0.01500342904622698
0,0.5428119063856993,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.00831318223906854,0.012261704985864397,0.018973958552374583
0,0.56078446259318,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.011343763188148327,0.007867928872342366,0.025566846331857927
0,0.5215748143245207,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.00033088740649944715,0.014885447514476569,0.01413564001290205
0,0.6728322107615716,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.03129147445741687,0.027863260611367246,0.049354730442808616
0,0.49654127867640563,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.00417805019213704,-0.0008675359862610477,-0.003199405936608263
0,0.5188262576343661,3233,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.0008999068119025733,0.005377391239067042,0.00880901818766341
0,0.502227581475391,3233,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.004732667469543611,0.0013576673198250511,-0.005176252638808632
0,0.5218117077401511,3233,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.006581006609247731,0.01377736533519287,0.009905102783341335
0,0.5185030344742636,3233,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.008835264850109992,0.0032395418916417616,0.010458686003405937
0,0.5501642622285248,3233,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.007144441167826643,0.005404687595049395,0.025310652154416923
0,0.48583017937144335,3233,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.007225179129170289,-0.0008411469878171707,-0.006825158561727307
0,0.5322713123102621,3233,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.009296426269549884,0.006213442171670613,0.017135604906022416
0,0.5555871580266248,3233,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.01234299479519314,0.014404792755886653,0.009590303210742935
0,0.5144970837985544,53,cognitive,1,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.03750196086593148,0.0014814515549809947,-0.08658698531860295
0,0.48388988911871567,53,cognitive,2,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.020934171156396626,-0.056686774950315946,0.051826477471206944
0,0.5339585606736915,53,cognitive,3,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.0004839717507556573,-0.013211140358429152,0.049610580155229386
