score,n_sample,source,sub_name,filename,hidden states T-7,hidden states T-6,hidden states T-5,hidden states T-4,hidden states T-3,hidden states T-2,hidden states T-1
0.5815156332880713,4313,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.020232463255524635,-0.034149475395679474,-0.04160979017615318,-0.045720119029283524,-0.04790772497653961,-0.0491013303399086,-0.04982072860002518
0.588301871077978,4313,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.10677258670330048,0.14591947197914124,0.16381624341011047,0.1724642515182495,0.17666703462600708,0.17882871627807617,0.17990973591804504
0.5481146067586531,4313,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.10893052816390991,0.14919066429138184,0.1689458042383194,0.17874452471733093,0.18363980948925018,0.18602952361106873,0.187190979719162
0.528254322266146,4313,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.032168686389923096,-0.05087988078594208,-0.06089362874627113,-0.066407211124897,-0.06950969994068146,-0.07127925008535385,-0.07221661508083344
0.5375741947316346,4313,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.03700118139386177,0.04776301607489586,0.05325720086693764,0.05598091334104538,0.05741739273071289,0.05815597251057625,0.05860533565282822
0.5988459139311401,4313,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.15488854050636292,0.21249274909496307,0.23796340823173523,0.249972864985466,0.25579166412353516,0.25865742564201355,0.2601287066936493
0.5763479916748984,4313,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.1291583925485611,0.17717178165912628,0.19963043928146362,0.2102174162864685,0.21538928151130676,0.21786822378635406,0.21898531913757324
0.5528695579754592,4313,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.021834775805473328,0.0257131215184927,0.02758464217185974,0.028268322348594666,0.028508882969617844,0.02848803997039795,0.028555551543831825
0.624479921929747,4313,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.10844779014587402,0.1478901356458664,0.16565310955047607,0.17408941686153412,0.17830674350261688,0.1802574247121811,0.1812732070684433
0.5536793897361529,4313,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.036035627126693726,0.04627392813563347,0.05102509260177612,0.053451087325811386,0.054580751806497574,0.05516277998685837,0.055423080921173096
