fold,score,n_sample,source,sub_name,filename,hidden states T-3,hidden states T-2,hidden states T-1
0,0.5379575029072681,4313,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.07381612807512283,-0.1439570188522339,-0.20339004695415497
0,0.5155369937942538,4313,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.009692336432635784,0.010219431482255459,0.009495576843619347
0,0.5276395694867791,4313,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.003971230238676071,-0.0024402132257819176,-0.009486011229455471
0,0.5174323171510228,4313,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.0681810975074768,-0.13497167825698853,-0.1921454817056656
0,0.49643565723157046,4313,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.020670315250754356,-0.04793744906783104,-0.07316359877586365
0,0.5284899752799246,4313,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.050134267657995224,0.08816873282194138,0.12028144299983978
0,0.5198771388634134,4313,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.015512464568018913,0.020525988191366196,0.024006998166441917
0,0.5202785729067905,4313,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.031613174825906754,-0.06903723627328873,-0.10219471156597137
0,0.5267305125795105,2784,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.01033006701618433,0.012508961372077465,0.013355577364563942
0,0.5105666977159729,4313,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.0240053478628397,-0.0550992451608181,-0.08266684412956238
0,0.5452649824432059,4313,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.04688171297311783,-0.09524092823266983,-0.1370595544576645
0,0.5510334962126473,1529,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.005685765296220779,-0.018128396943211555,-0.030112219974398613
0,0.5103917069368762,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.02930031716823578,-0.0653296560049057,-0.09715548157691956
0,0.5349478722560842,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.030705034732818604,0.05003201216459274,0.06509020924568176
0,0.5286996244838966,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.019032660871744156,0.03084593079984188,0.040728285908699036
0,0.5539615695580389,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.03985714167356491,0.07041411846876144,0.09628571569919586
0,0.5236094267861098,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.053020771592855453,-0.10727112740278244,-0.1539383828639984
0,0.5067237243451648,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.012347652576863766,0.014133095741271973,0.013977299444377422
0,0.5107655714355651,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.054519638419151306,-0.11215758323669434,-0.16261392831802368
0,0.5227125848966101,2585,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.010988974943757057,-0.03032626397907734,-0.048186298459768295
0,0.5066237788834068,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.03912820667028427,-0.08273021876811981,-0.12218494713306427
0,0.5268182478123369,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.0648098737001419,-0.1283559799194336,-0.18247157335281372
0,0.5595391441108446,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.08914461731910706,-0.17336289584636688,-0.24410206079483032
0,0.5527532411237849,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.0327388234436512,-0.06932250410318375,-0.10173327475786209
0,0.5064560573359904,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.04652915522456169,0.08120892941951752,0.1099030151963234
0,0.6442169825875093,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.09214150905609131,-0.17328889667987823,-0.23744530975818634
0,0.5033753124054933,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.015247959643602371,-0.03836255520582199,-0.05969687178730965
0,0.5120171904665468,3233,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.02667338028550148,-0.05993375927209854,-0.0893700122833252
0,0.504331434912209,3233,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.005663536489009857,-0.018840299919247627,-0.03151452913880348
0,0.5126139419038522,3233,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.009032903239130974,-0.027170361950993538,-0.04505441337823868
0,0.5115159563247619,3233,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.0032708081416785717,-0.004862448666244745,-0.012915999628603458
0,0.5685022592516389,3233,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.023531997576355934,-0.053133826702833176,-0.07846547663211823
0,0.4963754005858553,3233,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.0065239109098911285,-0.022578438743948936,-0.03820031136274338
0,0.5423153914081791,3233,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.06557490676641464,-0.13158464431762695,-0.18819864094257355
0,0.5488671751646772,3233,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.10915543138980865,-0.20383045077323914,-0.2781992554664612
0,0.5055561880929528,53,cognitive,1,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.054270368069410324,0.0980704203248024,0.1319131851196289
0,0.45975789799558,53,cognitive,2,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.029111061245203018,0.0464351661503315,0.06451214849948883
0,0.5604976649517663,53,cognitive,3,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.035566993057727814,0.0574364960193634,0.0814138799905777
0,0.451195579638678,53,cognitive,4,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.01248279120773077,-0.03961823880672455,-0.06732434034347534
0,0.5551741752139951,53,cognitive,5,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.020326588302850723,0.02760278806090355,0.03790300711989403
0,0.5578546959070215,53,cognitive,6,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.020213980227708817,0.029317475855350494,0.04367128387093544
0,0.5143473577678018,53,cognitive,7,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.005483744665980339,-0.00472288066521287,-0.009976176545023918
0,0.5110709121125787,53,cognitive,8,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.08426744490861893,0.1558830887079239,0.214994877576828
0,0.532786423056601,53,cognitive,10,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.01137482188642025,-0.03889373689889908,-0.059799786657094955
0,0.508060123997624,53,cognitive,11,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.05023748800158501,0.08907139301300049,0.12114199995994568
0,0.5737036906330385,53,cognitive,12,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.05627737566828728,-0.1167338490486145,-0.16618989408016205
0,0.5847635463303005,53,cognitive,13,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.006858197506517172,-0.020859403535723686,-0.04006011039018631
0,0.4364061513858135,53,cognitive,14,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.006790497340261936,0.006896490231156349,0.007864424958825111
