fold,score,n_sample,source,sub_name,filename,feature importance T-3,feature importance T-2,feature importance T-1
0,0.5972655508187436,4313,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.016310346035220136,0.011088920614790287,0.05908976949704144
0,0.5740530484167718,4313,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.006113535347035492,0.007754695963950298,0.05987833419217801
0,0.535466117808804,4313,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.0013872674236420578,0.002470783985954661,0.026891463640927083
0,0.5459325710102565,4313,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.008772814917668759,0.00921329887397666,0.03573992760815041
0,0.5496801965895609,4313,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.00015044036112784597,0.005984774500691748,0.04432118299017089
0,0.5877909512976528,4313,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.013072480280553333,0.008940017794238798,0.0627893920481666
0,0.5465785794696212,4313,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.00813510759201468,0.005845357788043492,0.036568155851302866
0,0.5444478826265905,4313,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.0068609810703213255,0.006393070368388221,0.03140643943459145
0,0.5998321278099222,2784,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.008528212684422842,0.008822746185003972,0.07131958043590039
0,0.5487837036957264,4313,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.0023852190428592544,0.0018316526980644676,0.03780141088938575
0,0.6101901841505992,4313,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.012103888983044509,0.014720600417193275,0.07150957792042104
0,0.6168194807286134,1529,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.017890004719244745,0.009635128932352511,0.08491294942309462
0,0.5213800716930526,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.0013434535538790592,0.0036430405807185706,0.011658782713112737
0,0.5861967963456748,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.011539284126907311,0.0062570044584432495,0.06233308365201966
0,0.5768669176209684,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.00825024340331455,0.010153325153412718,0.05672441696928846
0,0.6638499673687246,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.01741460481482767,0.010357994820517236,0.11688902054393484
0,0.5856995120299113,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.01596041238326914,0.012692503473764128,0.05598406131083665
0,0.5707492522781624,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.006732448496246257,0.00035760047953351524,0.05163944493915594
0,0.5044091829697533,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.0006006470900554173,0.0038580202576544652,0.006008494733277253
0,0.5368035783433776,2585,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.012530421126530833,0.006068374028604162,0.025138661800000885
0,0.5231615911461034,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.0058263663861437,0.006331738784379248,0.014146464670954362
0,0.5724663451567193,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.010736470405711162,0.00832142547896073,0.05115886108120512
0,0.5685644294006591,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.010833642149356915,0.0174486725823202,0.029905053903452807
0,0.6037352822315587,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.012333155697829678,0.011559545257933767,0.06722325838297939
0,0.5612875600929148,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.009120232462937462,-0.0003798804786211751,0.05173004652993959
0,0.7116452518984824,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.02184670747179417,0.02655482424769674,0.06590009845416464
0,0.5299576322988417,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.003660588432325129,0.004185537609474621,0.028510652854707157
0,0.5303855448897826,3233,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.0076190714231198385,0.004948408815612215,0.023810205029473685
0,0.5452368882696155,3233,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.005379161002299349,0.006081405799309336,0.04011084379765978
0,0.5208665730816755,3233,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.00029251659377209637,-0.0006434397138526116,0.025023237187974064
0,0.5024908522639482,3233,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.00042140585674557143,0.003753903138121317,-0.0008723500099289738
0,0.5923224794680495,3233,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.011336771552192116,0.019992967206722854,0.053697299699653867
0,0.5199600987278364,3233,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.00029499967522156334,0.0015978115818053086,0.02305993514717298
0,0.5321791961199223,3233,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.01207583744798334,0.010583006408126183,0.010451634637014895
0,0.65023573187634,3233,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.02934164703546911,0.01160748230720291,0.056401418562359806
0,0.5795593295593295,53,cognitive,1,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.03011587677028853,-0.01602430657577718,0.043586723733782515
0,0.46612158078099314,53,cognitive,2,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.016121511045562163,-0.014841949030845148,-0.07271536117574015
0,0.5607260316545517,53,cognitive,3,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.022623625950305655,0.008547239658504268,-0.014231537860874744
0,0.5103873170372755,53,cognitive,4,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.007344836694584028,0.014922612751943004,0.0010426418934024462
0,0.53719517214583,53,cognitive,5,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.019335196952492674,-0.0009151863081918287,0.04275388009200333
0,0.4689788457666365,53,cognitive,6,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.03062420998467504,-0.026988529396959567,-0.0007704711847153101
0,0.44031363033444443,53,cognitive,7,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.02175605944916765,0.017341482587204176,-0.04731324772548173
0,0.5313120521453855,53,cognitive,8,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.04178308188724855,0.027468596218596198,-0.08220519835103171
0,0.44936063597571807,53,cognitive,10,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.003931840898752653,0.0032520839283835036,-0.0654263409299319
0,0.5105433713246215,53,cognitive,11,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.004340413387288233,0.008530215139590274,-0.016642017188892043
0,0.5157143641382772,53,cognitive,12,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.00848300944224859,0.0024228151075977367,0.01820608648597783
0,0.49001009182961114,53,cognitive,13,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.018112434750445255,-0.010531820083631604,0.02930077314205934
0,0.4216231716818388,53,cognitive,14,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.03754963915007715,-0.03774946046339969,-0.0871435916155878
0,0.6062005156475202,53,cognitive,15,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.010598317293305704,-0.0004946799978482574,0.048915831618884555
0,0.5175433136217449,53,cognitive,16,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,-0.02283282757547474,-0.02144056696752785,-0.006438232700487689
