fold,score,n_sample,source,sub_name,filename,hidden states T-3,hidden states T-2,hidden states T-1
0,0.5701739093150777,4313,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.008128473535180092,-0.01689109392464161,-0.02315317466855049
0,0.5680874922153161,4313,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.16825762391090393,0.2410832643508911,0.28187981247901917
0,0.5233569633830287,4313,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.16699081659317017,0.24124088883399963,0.28638726472854614
0,0.5249757188371453,4313,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.018585791811347008,-0.0314403772354126,-0.03954867646098137
0,0.5384958838789499,4313,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.0795404314994812,0.1140204444527626,0.1375039517879486
0,0.5648567183414817,4313,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.24086546897888184,0.3406495153903961,0.3917597532272339
0,0.5434527997112877,4313,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.19436176121234894,0.2790742814540863,0.3268427848815918
0,0.535264199831792,4313,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.05625872313976288,0.07947748899459839,0.09600202739238739
0,0.5403913577964633,4313,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.07848117500543594,0.11122102290391922,0.13202911615371704
0,0.5941132678395236,4313,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.007327784784138203,0.0006558908498845994,-0.004933347925543785
0,0.577051076115797,4313,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0.16764627397060394,0.23870253562927246,0.2770826816558838
0,0.5255493009394478,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.08169661462306976,0.11862771958112717,0.14301954209804535
0,0.5702632886018628,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.21019582450389862,0.2984389662742615,0.3459410071372986
0,0.5513966557147842,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.2238486409187317,0.320980966091156,0.37214136123657227
0,0.5864269864288698,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.24536782503128052,0.3437643349170685,0.38865959644317627
0,0.5521479353209633,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.04029608145356178,0.0556456595659256,0.06623484194278717
0,0.5595782538734453,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.16178064048290253,0.231756791472435,0.2721175253391266
0,0.5196018734052479,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.007783387787640095,-0.01586199179291725,-0.020615387707948685
0,0.5386777553717297,2585,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0.08686958253383636,0.1265144795179367,0.15203842520713806
0,0.5220901010581458,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.04975062981247902,0.07418325543403625,0.0892135500907898
0,0.5546154638123872,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.007437064312398434,-0.017073510214686394,-0.02301805466413498
0,0.5620961682574132,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.09614013135433197,-0.1575174182653427,-0.1994100660085678
0,0.5811176780884064,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.07203081995248795,0.09944918006658554,0.11437584459781647
0,0.5401697561157883,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.24545753002166748,0.34946539998054504,0.40398508310317993
0,0.6637316684415604,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.055379290133714676,-0.08994884043931961,-0.11358024924993515
0,0.5144149615652441,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.08923047035932541,0.1292656660079956,0.15672309696674347
0,0.5173599973125845,3233,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.06752186268568039,0.09784165769815445,0.1194320023059845
0,0.5235802063802024,3233,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.16022203862667084,0.23230639100074768,0.2764345705509186
0,0.5143472223170005,3233,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.11300598084926605,0.16442738473415375,0.19883224368095398
0,0.4934316936328166,3233,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.17008034884929657,0.24708114564418793,0.2949894964694977
0,0.5807733310494866,3233,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.04115882143378258,0.053199123591184616,0.059458013623952866
0,0.5054059076736607,3233,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0.11752856522798538,0.17139437794685364,0.2091246098279953
0,0.5337039859709988,3233,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.020636918023228645,-0.03539428859949112,-0.0447569340467453
0,0.6160923487159311,3233,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.09773039072751999,-0.15322273969650269,-0.1902969479560852
0,0.5931231758437641,53,cognitive,1,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.26799196004867554,0.3829035460948944,0.43691882491111755
0,0.5152718149891339,53,cognitive,2,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.21011967957019806,0.30845919251441956,0.37025827169418335
0,0.5536690684318697,53,cognitive,3,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.23171378672122955,0.32759368419647217,0.38744333386421204
0,0.5303634998061384,53,cognitive,4,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.10476428270339966,0.17605388164520264,0.20799332857131958
0,0.5481384994759303,53,cognitive,5,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.19926637411117554,0.2824898362159729,0.3345380127429962
0,0.5152790711656992,53,cognitive,6,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.15812638401985168,0.2248118370771408,0.27589574456214905
0,0.4515356696785929,53,cognitive,7,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.18762382864952087,0.27658915519714355,0.32711362838745117
0,0.5474429120262454,53,cognitive,8,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.3236091136932373,0.45497581362724304,0.5174431800842285
0,0.5305419894552932,53,cognitive,10,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.07921846956014633,0.12863703072071075,0.16447854042053223
0,0.4765316862191862,53,cognitive,11,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.2589505612850189,0.3807878792285919,0.4481809437274933
0,0.47103962764288854,53,cognitive,12,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.043737947940826416,0.059810537844896317,0.0658850371837616
0,0.5313962572453071,53,cognitive,13,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.13472595810890198,0.20177119970321655,0.23122157156467438
0,0.5073151780715923,53,cognitive,14,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.18355681002140045,0.2627810537815094,0.3117545247077942
0,0.6419273847845275,53,cognitive,15,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.2779379189014435,0.4007647931575775,0.4622335135936737
0,0.6033833903931942,53,cognitive,16,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0.2846089005470276,0.4069303572177887,0.4753987193107605
